image_path,description
dataset/data_training/pakaian_adat_Aceh/aceh_12.jpg,"The groom is dressed in the classic black Linto Baro with intricate gold detailing and a traditional Meukutop. The bride complements him in a black velvet Dara Baro gown covered in golden embroidery, finished with a sparkling Suntiang Aceh, kalung emas, subang earrings, and traditional bracelets, reflecting Acehnese cultural opulence."
dataset/data_training/pakaian_adat_Aceh/aceh_13.jpg,"this solo groom Wearing the iconic black and gold Linto Baro, this groom showcases Acehnese ceremonial pride. His attire includes rich gold embroidery, a songket sarong, and a bold red selendang. The look is topped with a Meukutop headpiece, combining honor, dignity, and tradition in a single cultural statement."
dataset/data_training/pakaian_adat_Aceh/aceh_14.jpg,"This couple wears classic Linto Baro and Dara Baro outfits, with a bold blend of black, red, and gold. The groom's outfit features elegant gold embroidery on a black tunic, matched with a patterned songket sarong and the signature tall Meukutop headdress. The bride shines in a red long-sleeved kebaya and golden songket, adorned with the elaborate Suntiang Aceh crown, layered gold necklaces, subang earrings, and pending belt, expressing royal grace and cultural richness."
dataset/data_training/pakaian_adat_Aceh/aceh_15.jpg,"This Acehnese couple is dressed in vibrant wedding attire that celebrates tradition through color and detail. The groom dons a black Linto Baro with gold embroidery and a bright songket, while the bride’s ensemble combines a purple kebaya with an orange-gold songket, cinched with a traditional pending belt. Her crown, the Suntiang Aceh, is adorned with layers of flowers, beads, and hanging gold ornaments, reflecting festivity and elegance."
dataset/data_training/pakaian_adat_Aceh/aceh_16.jpg,"Dressed in rich red and gold, this couple perfectly embodies Acehnese ceremonial elegance. The groom wears a deep red Linto Baro with intricate golden accents and the classic Meukutop, while the bride stuns in a matching red Dara Baro velvet kebaya with golden embroidery. Her magnificent Suntiang Aceh headdress, gold kalung, subang, and traditional jewelry complete the look of a regal Acehnese bride."
dataset/data_training/pakaian_adat_Aceh/aceh_17.jpg,"This couple showcases Acehnese wedding attire rich in red and gold, symbolizing purity and prosperity. The groom wears a traditional Linto Baro with embroidered motifs and garlands, while the bride is adorned in a detailed red Dara Baro dress with elaborate gold embroidery, layered necklaces, and a striking Suntiang Aceh headdress embellished with gold flowers and hanging ornaments—representing the elegance and sanctity of Acehnese heritage."
dataset/data_training/pakaian_adat_Aceh/aceh_18.jpg,"Radiating with intricate patterns and bold colors, this Acehnese wedding attire is a unique regional variant. Both the groom and bride wear elaborately embroidered garments in black, red, green, and yellow. Their looks are highlighted by golden belts, layered jewelry, and decorative sashes. The bride’s golden Suntiang is paired with cascading jasmine garlands, emphasizing festivity and tradition."
dataset/data_training/pakaian_adat_Aceh/aceh_19.jpg,"This solo bride embodies regal Acehnese beauty in a deep emerald green Dara Baro gown with rich gold embroidery. Her ensemble features a dazzling Suntiang Aceh headdress with ruby-red accents, jasmine flower garlands, and layered gold necklaces and brooches. The look is completed with ornate earrings and bracelets, capturing the sacred beauty and royal elegance of Acehnese bridal tradition."
dataset/data_training/pakaian_adat_Aceh/aceh_20.jpg,"This Acehnese solo bride wears a majestic Dara Baro outfit in deep purple with gold embroidery, symbolizing luxury and nobility. Her look is crowned with the iconic Suntiang Aceh headdress, layered with golden floral motifs and dangling ornaments. Adorned with multiple gold necklaces, brooches, bangles, and rings, her ensemble represents elegance, wealth, and deep cultural pride."
dataset/data_training/pakaian_adat_Aceh/aceh_21.jpg,"This groom showcases a more simplified version of the traditional Linto Baro attire. He wears a golden long-sleeved shirt with modest embroidery, paired with traditional trousers and a patterned songket sarong. The look is completed with a traditional Tengkulok (folded headgear), expressing Acehnese identity through clean lines and timeless form."
dataset/data_training/pakaian_adat_Aceh/aceh_22.jpg,"This couple wears formal Linto Baro and Dara Baro wedding attire in classic red, black, and gold. The groom is dressed in a black jacket with golden embroidery and a ceremonial Meukutop headdress, while the bride dazzles in a red kebaya with intricate gold motifs. Her Suntiang Aceh is detailed with floral and hanging ornaments, accompanied by gold belts, necklaces, and bracelets, all representing Acehnese cultural pride and bridal grace."
dataset/data_training/pakaian_adat_Aceh/aceh_23.jpg,"This charming illustration captures a traditional Acehnese bride and groom in ceremonial Dara Baro and Linto Baro attire. The groom wears a black top with gold motifs and a golden Meukutop headdress. The bride stuns in a red and gold kebaya paired with a golden songket sarong and a stylized Suntiang Aceh crown, adorned with lotus-shaped ornaments, symbolizing beauty, dignity, and heritage."
dataset/data_training/pakaian_adat_Aceh/aceh_24.jpg,"This unique Acehnese couple showcases traditional attire from one of the coastal or sub-ethnic regions in Aceh, featuring richly embroidered black garments with colorful threadwork. The groom wears a pointed headpiece similar to a Meukutop, while the bride’s dress is detailed with symbolic animal and nature motifs, expressing regional identity and cultural richness distinct from urban Aceh."
dataset/data_training/pakaian_adat_Aceh/aceh_25.jpg,"This beautiful couple blends cultural elegance with global charm through Acehnese Linto Baro and Dara Baro attire. The groom wears a jet-black outfit with golden embroidery and a tall ceremonial Meukutop. The bride radiates in a stunning pink kebaya with gold thread, a wide pending (belt), layered necklaces, and a glorious Suntiang Aceh headdress sparkling with floral and crystal elements—celebrating love through tradition."
dataset/data_training/pakaian_adat_Aceh/aceh_26.jpg,"This couple wears a refined version of Acehnese Linto Baro and Dara Baro attire in a golden yellow palette. The groom wears a sleek black outfit with traditional gold patterns and a tall Meukutop headdress. The bride stuns in a full golden kebaya, complemented with a songket sarong and detailed selendang (shawl). Her look is crowned with a floral-structured Suntiang Aceh headdress, layered kalung emas (gold necklaces), and long golden bamboo-style nail extensions, symbolizing elegance and royal femininity."
dataset/data_training/pakaian_adat_Aceh/aceh_27.jpg,"This solo Bride Wearing a traditional Dara Baro attire, this Acehnese bride glows in gold with red accents, surrounded by a vibrant ceremonial setting. Her ensemble includes a golden songket skirt, heavily beaded kebaya, and a structured pending belt. The centerpiece is the towering Suntiang Aceh headdress with pink floral embellishments and layered gold ornaments. Her jewelry includes necklaces, brooches, bangles, and a floral bouquet, representing prestige and cultural beauty."
dataset/data_training/pakaian_adat_Aceh/aceh_28.jpg,"This couple showcases Acehnese attire with bold elegance. The groom’s Linto Baro outfit features black velvet with gold embroidery and a tall red Meukutop, while the bride’s black Dara Baro features a fitted kebaya and songket skirt in bronze-gold hues. Her Suntiang Aceh is decorated with white jasmine strings and golden ornaments, paired with kalung emas, bangles, and a traditional belt—capturing the rich symbolism of Acehnese heritage in a modern composition."
dataset/data_training/pakaian_adat_Aceh/aceh_29.jpg,"This couple is adorned in luxurious Linto Baro and Dara Baro wedding attire from Aceh, featuring a regal blend of black, red, and gold. The groom wears a classic black tunic richly embroidered with gold thread, paired with a golden Meukutop headpiece. The bride radiates in a red long-sleeved kebaya intricately detailed with gold floral patterns and beadwork. Her attire is complemented with a gold songket sarong, a wide pending (belt), and a magnificent Suntiang Aceh headdress layered with star-shaped floral ornaments and dangling accessories, symbolizing status, beauty, and cultural heritage."
dataset/data_training/pakaian_adat_Aceh/aceh_30.jpg,"This vibrant couple showcases the splendor of Acehnese tradition in their full ceremonial dress. The groom is dressed in a black Linto Baro outfit with gold embroidery and red songket, topped with a richly adorned Meukutop. The bride stuns in a vivid red and gold Dara Baro ensemble, including a gold-threaded kebaya, a radiant songket skirt, and a commanding Suntiang Aceh headdress with layered jasmine strands and golden floral embellishments. Her look is completed with kalung emas (necklaces), bangles, and intricate brooches—each piece a statement of elegance and tradition."
dataset/data_training/pakaian_adat_Aceh/aceh_31.jpg,"This promotional image features a bride and groom in Acehnese Linto Baro and Dara Baro wedding attire. The groom wears a black embroidered jacket with golden patterns and a stately Meukutop headdress. The bride wears a richly adorned red and gold kebaya paired with a golden songket and a magnificent Suntiang Aceh headdress. Her jewelry ensemble includes kalung emas, pending belt, and bangles, reflecting Aceh’s regal cultural identity."
dataset/data_training/pakaian_adat_Aceh/aceh_32.jpg,"This bride and groom exemplify the opulence of Acehnese ceremonial wear. The groom dons a formal Linto Baro black suit with gold detailing and a decorated Meukutop, while the bride stuns in a deep red Dara Baro dress adorned with golden embroidery and a high Suntiang Aceh headdress. The bride’s layered gold necklaces, subang earrings, and bracelets complete her graceful look, blending beauty with deep-rooted tradition."
dataset/data_training/pakaian_adat_Aceh/aceh_33.jpg,"This group showcases traditional Gayo attire, a cultural identity from the highlands of Aceh. The men wear black kerawang outfits with colorful geometric embroidery and high tutup meukeutop hats. The women wear matching black woven tops and skirts, accessorized with layered beaded necklaces, songket belts, and red headscarves with feather adornments. This ensemble represents the spirit, unity, and pride of the Gayo ethnic group within Aceh."
dataset/data_training/pakaian_adat_Aceh/aceh_34.jpg,"This Acehnese bride is dressed in a majestic Dara Baro ensemble featuring a dark base dress enriched with gold embroidery and extensive golden ornamentation. Her accessories include the elaborate Suntiang Aceh headdress with cascading jasmine strands, floral patterns, and gem-studded peaks. Her upper body is adorned with layers of kalung emas (gold necklaces), brooches, and pending (belt), while the arms and wrists are elegantly wrapped in ornate gelang and embellished cuffs, showcasing Aceh’s rich ceremonial heritage."
dataset/data_training/pakaian_adat_Aceh/aceh_35.jpg,"This joyful couple presents the classic Linto Baro and Dara Baro attire of Aceh. The groom wears a black suit with golden embroidery and a signature Meukutop hat, decorated with colorful woven motifs. The bride wears a vivid red kebaya adorned with golden thread and accessories including a floral Suntiang headdress, kerongsang, and kalung bersusun (layered necklaces), highlighted by rose accents and gold coin-style pendants that symbolize wealth and nobility."
dataset/data_training/pakaian_adat_Aceh/aceh_36.jpg,"This Acehnese solo bride embodies festive elegance in her radiant red Dara Baro attire, with heavy gold embroidery and a striking Suntiang Aceh headdress made up of intricate golden floral shapes and shimmering dangling ornaments. Her look is enriched by large circular kalung timang, bejeweled hand chains, and multiple stacked bracelets. The full ensemble is a tribute to Aceh’s cultural pride, expressing tradition, dignity, and celebration."
dataset/data_training/pakaian_adat_Aceh/aceh_37.jpg,"The bride is adorned in a black velvet kebaya heavily decorated with golden thread embroidery, intricate lace overlays, and bold accessories including a massive golden necklace set, a broad waist belt (ikat pinggang), and gold bangles. Her golden siger (crown) is topped with ornate floral and leaf motifs and detailed hanging tassels. The groom wears a matching black tunic (baju meukasah) with elaborate gold embroidery, a kain songket sarong, and a traditional kupiah meukeutop (Acehnese crown-like cap), highlighting regal elegance."
dataset/data_training/pakaian_adat_Aceh/aceh_38.jpg,"This couple wearing one of the most recognized styles of Acehnese wedding garments, the groom dons a black baju meukasah embroidered with gold thread and equipped with symbolic accessories such as the rencong (ceremonial dagger) and shoulder sash. The bride wears a bright red kebaya accented with gold floral motifs, a grand crown (sigokh), layers of golden necklaces, and hand ornaments called “cincin bertingkat” and “rantai tangan” that showcase Aceh’s luxurious bridal tradition."
dataset/data_training/pakaian_adat_Aceh/aceh_39.jpg,"This couple romantic photo captures the elegance of Acehnese culture. The groom wears a black and gold embroidered meukasah and matching sarong with a kupiah meukeutop, while the bride glows in a red and gold kebaya with an ornate golden sigokh crown. Her attire is completed with luxurious golden chest jewelry, intricate armlets, and a thick golden belt, all symbolizing wealth and grace in Acehnese heritage."
dataset/data_training/pakaian_adat_Aceh/aceh_40.jpg,"This Acehnese bride is wearing a stunning Baju Kurung made from black velvet richly embroidered with golden thread. Her elaborate headdress, known as Tengkulok Bungong Rami, is adorned with intricate gold-plated floral motifs and cascading gold chains, symbolizing prosperity. The chest is heavily layered with golden jewelry including kalung seret (long necklace) and kalung tapak dua. Her wrists are decorated with gemstone-encrusted bangles, and the traditional finger accessories, cincin peulikat, emphasize Aceh's regal bridal charm."
dataset/data_training/pakaian_adat_Aceh/aceh_41.jpg,"This wedding couple wears the traditional Pakaian Adat Aceh Darussalam, typically seen in Banda Aceh. The groom dons a black velvet jacket with golden embroidery called Peukayan Linto Baro, paired with a Songket sarong and a gold-adorned turban-style headdress called Meuketop. The bride is elegantly dressed in a bright red long-sleeved Baju Kurung with golden songket skirt, elaborate floral-patterned gold jewelry, and a large crown-like headdress called Suntiang, layered with fresh jasmine strings and roses for fragrance and purity."
dataset/data_training/pakaian_adat_Aceh/aceh_42.jpg,"A modern Acehnese bride showcases a glamorous adaptation of the traditional bridal outfit, highlighting a blood-red Baju Kurung over golden Songket. The bodice and neckline are heavily adorned with multiple layers of gold necklaces like Kalung Boh Sunti and Tampo’ Sawo, representing noble lineage and beauty. Her wrists, fingers, and arms are fully accessorized with golden cuffs, bangles, and rings. The iconic Suntiang crown features a sunburst of floral ornaments, epitomizing Acehnese elegance and richness in culture."
dataset/data_training/pakaian_adat_Aceh/aceh_43.jpg,"This elegant couple showcases the traditional Acehnese wedding attire. The groom wears a ""Peukayan Linto Baro"" — a black embroidered outfit adorned with golden thread and accessories, including a ""Meuketop"" (traditional hat) with gold accents and woven songket sarong. The bride dons a luxurious fuchsia outfit known as “Peukayan Dara Baro,” heavily embellished with golden embroidery, intricate necklaces, large floral brooches, and a grand golden ""Sunting"" headdress adorned with hanging golden ornaments. Her ensemble reflects the regal elegance of Acehnese nobility."
dataset/data_training/pakaian_adat_Aceh/aceh_44.jpg,"This illustrated couple wears symbolic versions of Acehnese traditional clothing. The groom is styled in black attire with gold motifs and a simplified “Meuketop” headdress. The bride wears a maroon long-sleeved kebaya dress, with an iconic Acehnese golden apron (""iIe"") motif and stylized ""Sunting"" crown. This cartoon effectively portrays the cultural richness and iconic silhouette of Acehnese ceremonial dress in a fun, accessible way"
dataset/data_training/pakaian_adat_Aceh/aceh_45.jpg,"This young man wears a striking version of Aceh’s traditional male attire for ceremonial occasions. He dons a black jacket with intricate gold embroidery, paired with a bright yellow woven sarong and a traditional ""Meuketop"" hat. In his hand, he holds a ceremonial weapon known as a “Rencong,” symbolizing Acehnese strength and identity. This outfit is typically used in weddings and formal state-related ceremonies in Aceh."
dataset/data_training/pakaian_adat_Aceh/aceh_46.jpg," This image showcases a traditional Acehnese bridal costume, rich in green velvet and adorned with gold embroidery and ornaments. The bride wears a luxurious Sunting (crown) headpiece decorated with gold floral patterns and hanging ornaments that symbolize nobility and beauty. Her top features detailed golden embroidery and a necklace stacked with heavy, round golden pendants called kalung boh gaca. Her waist is cinched with a wide belt known as pending, often worn with intricate motifs and gold threads. The elegance of this outfit is further accentuated with golden armlets (keleng), bracelets, and rings that signify wealth and honor in Acehnese culture."
dataset/data_training/pakaian_adat_Aceh/aceh_47.jpg,"This couple is wearing the traditional wedding attire of the Gayo ethnic group from Aceh. The groom is dressed in a bright red tunic with gold vertical embroidery and paired with an elaborate black-and-gold headpiece known as kupiah. The bride wears a striking golden crown shaped like a stylized tree, called Siger Gayo, which symbolizes fertility and strength. Her red outfit is embellished with golden beads and sequins forming symmetrical patterns. She also carries a beaded handbag, reflecting the artisan craftsmanship of Gayo women. Their attire reflects the high artistic value and sacredness of Acehnese wedding customs."
dataset/data_training/pakaian_adat_Aceh/aceh_48.jpg,"This photo features a bride and groom wearing the regal black and gold traditional wedding attire of Aceh. The groom wears a black long-sleeved jacket with intricate golden embroidery known as Baju Meukasah, completed with a traditional kupiah meukeutop hat. The bride dons a velvet black kebaya with golden thread embroidery, emphasizing the harmony between elegance and strength. Her elaborate headpiece, known as Suntiang, is adorned with jasmine garlands and golden leaves, representing blessings and prosperity. Golden necklaces, bracelets, and waist accessories complete the ensemble, highlighting the grandeur and spiritual depth of Acehnese wedding traditions."
dataset/data_training/pakaian_adat_Aceh/aceh_49.jpg,"This ceremonial moment photo, the man is wearing a traditional Acehnese male attire known as Linto Baro, which consists of a black velvet tunic intricately embroidered with gold thread in floral and geometric motifs, paired with a songket sarong in gold patterns. His head is adorned with the Meuketop, a tall Acehnese ceremonial hat made of woven fabric and detailed decorations. He also wears symbolic accessories like a golden rencong (traditional dagger), gold brooches, and ceremonial chains, symbolizing honor and leadership.The woman beside him wears a traditional Dara Baro outfit, featuring a deep navy or dark blue robe with gold embroidery and a golden inner dress. She also wears a golden crown and an elaborate shawl (selendang) decorated with gold and velvet, portraying the elegance and noble status of an Acehnese bride or ceremonial figure."
dataset/data_training/pakaian_adat_Aceh/aceh_50.jpg,"This bridal couple showcases a more modern variation of the Acehnese traditional wedding attire. The groom wears the Linto Baro ensemble with black and gold embroidery on his jacket and gold songket sarong. His golden Meuketop hat is a distinct crown-like headpiece used exclusively during ceremonies. The bride wears a stunning Dara Baro dress in emerald green velvet with luxurious gold embroidery on the chest and sleeves. Her elaborate headdress is layered with jewelled crown pieces, gold leaves, and jasmine flower strings, reflecting prosperity and elegance. She is also adorned with a wide gold belt, chest necklaces, golden bracelets, and nail extensions (pending) — each representing the beauty and status of Acehnese women during weddings."
dataset/data_training/pakaian_adat_Aceh/aceh_51.jpg,"The woman is adorned in Acehnese traditional bridal wear, featuring a rich red velvet kebaya heavily embroidered with gold, layered golden necklaces, and intricate hand jewelry. Her grand headdress (Suntiang) is decorated with pearls, gold accents, and bright red rose ornaments, symbolizing beauty, wealth, and dignity."
dataset/data_training/pakaian_adat_Aceh/aceh_52.jpg,"The man wears the Linto Baro attire — a black velvet coat embroidered with gold thread, golden sarong, and a red Meuketop hat, complemented by ceremonial accessories. The woman wears a traditional Dara Baro outfit, consisting of a dark blue robe with intricate gold accents and a golden selendang, representing nobility and grace."
dataset/data_training/pakaian_adat_Aceh/aceh_53.jpg,"The two children wear Acehnese traditional dance costumes with bright blue tops, magenta woven sarongs (songket), and gold accessories. Their pink veils and gold-embroidered belts enhance the joyful and vibrant character of traditional Acehnese dance performances."
dataset/data_training/pakaian_adat_Aceh/aceh_54.jpg,"This image shows women dressed in colorful Acehnese dance costumes, often worn for the iconic Saman or other traditional dances. The outfit includes a long-sleeved songket blouse in vibrant pink or blue, adorned with golden woven sashes (ikat pinggang) and decorative headpieces embellished with embroidery. The use of symmetrical colors and patterns reflects unity and coordination in Acehnese culture."
dataset/data_training/pakaian_adat_Aceh/aceh_55.jpg,"This cartoon representation showcases the Ulee Balang attire, typically worn by Acehnese nobility. The male figure wears a black tunic with gold embroidery and a red woven sarong, complete with a traditional headgear called Meuketop. The female figure wears a red kebaya-style top with bold gold accents, a songket sarong, and flower-like hair ornaments, emphasizing grace and heritage."
dataset/data_training/pakaian_adat_Aceh/aceh_56.jpg,"The man is wearing a Linto Baro (groom) costume featuring a black long coat with intricate golden embroidery and a songket sarong. His Meuketop headpiece is adorned with multicolored woven patterns, symbolizing honor. Additional golden accessories such as chest chains and a red selendang add ceremonial elegance to the traditional Acehnese groom’s ensemble."
dataset/data_training/pakaian_adat_Aceh/aceh_57.jpg,"This group of young women is wearing vibrant traditional Acehnese dance attire, commonly used in performances like Tari Saman or Seudati. The outfit features a combination of bright satin tops in blue and yellow, layered with intricately woven songket sarongs in orange or gold tones. They wear matching sashes across the chest and waist, and their heads are adorned with embellished turbans decorated with sparkling sequins and colorful gems, creating a uniform yet festive look."
dataset/data_training/pakaian_adat_Aceh/aceh_58.jpg,"This image showcases traditional Gayo attire, an ethnic subgroup in the highlands of Aceh. Both the man and woman wear black garments richly embroidered with multicolored thread in symmetrical geometric and floral patterns. The man wears a tall pointed headgear (kupiah meukeutop) while the woman dons a headdress accented with green feather-like ornaments. This traditional dress reflects harmony with nature and pride in Gayo heritage."
dataset/data_training/pakaian_adat_Aceh/aceh_59.jpg,"This ceremonial moment captures the Acehnese groom (Linto Baro) in a formal wedding procession. He wears a majestic black velvet tunic adorned with rich golden embroidery symbolizing nobility, paired with a yellow woven sarong (songket). His head is crowned with a traditional Meuketop, and accessories such as gold chains and a ceremonial rencong (dagger) complete the regal ensemble. The yellow umbrella (payung kuning) held above him signifies royal honor and respect during the wedding ritual."
dataset/data_training/pakaian_adat_Aceh/aceh_60.jpg,"Traditional Acehnese Wedding Attire (Linto Baro & Dara Baro) The groom wears the Linto Baro outfit, featuring a black velvet coat adorned with intricate gold embroidery and golden motifs, paired with a songket sarong. His headgear is the Meuketop, a traditional tall hat with woven and decorative elements. The bride wears Dara Baro, with a red and gold top embellished with elaborate gold jewelry, including layered necklaces, brooches, bracelets, and a magnificent golden crown with red roses and hanging accessories. This symbolizes wealth and ceremonial grandeur."
dataset/data_training/pakaian_adat_Aceh/aceh_61.jpg,"Modernized Traditional Acehnese Attire This couple showcases a simpler modern take on Acehnese formal wear. The man wears a black fitted tunic with minimal gold detailing and a red Meuketop hat, symbolizing Acehnese male nobility. The woman’s attire is a blend of songket skirt and a red kebaya-style top with gold embroidery, complemented with a belt buckle and minimal yet elegant hair ornaments, bringing a touch of elegance while maintaining traditional roots."
dataset/data_training/pakaian_adat_Aceh/aceh_62.jpg,"Gayo Traditional Costume from Aceh Highlands Representing the Gayo tribe from the central highlands of Aceh, both men and women wear traditional handwoven fabrics with bold red, black, and white geometric motifs. The women's outfits feature a layered blouse and long skirt with red accents, decorated with shell necklaces and headbands with feathered tips. The men wear long black shirts with embroidered details and tengkulok (traditional pointed headdresses). These outfits are typically worn during cultural festivals and rituals."
dataset/data_training/pakaian_adat_Aceh/aceh_63.jpg,"This image shows a man wearing the traditional Acehnese ""Linto Baro"" attire, distinguished by its black velvet tunic with intricate golden embroidery, paired with a red and gold woven songket sarong. He wears a tall, pointed Meuketop hat with golden tassels, and completes the look with ceremonial accessories like brooches and a rencong (Acehnese dagger), symbolizing honor and strength."
dataset/data_training/pakaian_adat_Aceh/aceh_64.jpg,"The man in this photo is also dressed in a Linto Baro outfit, featuring a gold-thread embroidered black tunic and vibrant pink-gold songket sarong. His accessories include a richly decorated Meuketop hat and a ceremonial rencong, reflecting traditional masculine elegance and cultural symbolism in Acehnese wedding attire."
dataset/data_training/pakaian_adat_Aceh/aceh_65.jpg,"This couple wears the distinctive traditional attire of the Gayo ethnic group in Aceh. Their black garments are heavily adorned with vibrant, symmetrical patterns in red, green, white, and gold. The woman's headdress is richly decorated with golden elements and floral motifs, while the man's pointed headgear complements the intricate embroidery across their clothing—often worn during cultural celebrations or weddings in Central Aceh."
dataset/data_training/pakaian_adat_Aceh/aceh_66.jpg,"This Acehnese bride wears the traditional ""Dara Baro"" attire, showcasing rich green velvet decorated with golden embroidery. Her headpiece is a spectacular floral crown adorned with red roses, intricate gold ornaments, and pearl-like beads, symbolizing beauty and grace. The layers of necklaces and chest brooches, along with detailed golden cuffs and waistband, enhance the luxurious feel of the ceremonial wedding outfit."
dataset/data_training/pakaian_adat_Aceh/aceh_67.jpg,"These two mannequins display the traditional Saman dance costumes, typically worn by performers from Aceh. The bright, shiny silk tops in red and blue are paired with songket-woven skirts and decorated golden vests. The costume includes a distinct headgear (tengkulok) adorned with colorful patterns, reflecting unity and cultural pride through dance."
dataset/data_training/pakaian_adat_Aceh/aceh_68.jpg,"This group portrait features the Gayo traditional dress from the highlands of Aceh. The women and children wear black garments embroidered with vibrant motifs representing nature, including leaves and flowers. The dress is complemented by simple jewelry and matching headscarves, emphasizing community identity and modest elegance within Gayo culture."
dataset/data_training/pakaian_adat_Aceh/aceh_69.jpg,"This Acehnese couple is dressed in traditional wedding attire. The man wears the Linto Baro outfit, consisting of a black embroidered tunic adorned with golden thread, paired with a woven songket sarong and a tall, silver-embellished Meuketop hat. The woman wears a stunning version of the Dara Baro dress in pink, decorated with gold embroidery. Her elaborate headpiece is adorned with pearls, floral ornaments, and golden dangling accessories, symbolizing nobility and beauty in Acehnese culture."
dataset/data_training/pakaian_adat_Aceh/aceh_70.jpg,"This couple and groom wear vibrant Acehnese wedding attire. The groom’s outfit is black with rich gold embroidery, accessorized with an ornate golden sash and a Meuketop hat featuring gemstone details. The bride stuns in a bright red and gold Dara Baro dress, lavishly adorned with heavy layered necklaces, a golden belt, and intricate bracelets. Her headpiece, encrusted with pink roses, gold filigree, and pearls, exemplifies grandeur and grace."
